,number,value,datetime_start,datetime_complete,duration,params_alpha_actor,params_alpha_critic,state
117,117,2.892486338567161,2024-09-29 01:53:53.376718,2024-09-29 01:53:55.981129,0 days 00:00:02.604411,0.9379247334682943,0.9553522891341347,COMPLETE
118,118,2.9085279702306996,2024-09-29 01:53:55.982283,2024-09-29 01:53:58.354683,0 days 00:00:02.372400,0.8379237767967042,0.885581290002618,COMPLETE
119,119,2.887283161832278,2024-09-29 01:53:58.355609,2024-09-29 01:54:00.874506,0 days 00:00:02.518897,0.7651934166121983,0.8122289218680222,COMPLETE
120,120,2.8984231087383296,2024-09-29 01:54:00.875480,2024-09-29 01:54:03.453538,0 days 00:00:02.578058,0.6497108877138611,0.9890978720064308,COMPLETE
121,121,2.8820996751682637,2024-09-29 01:54:03.454539,2024-09-29 01:54:05.899540,0 days 00:00:02.445001,0.8176666751870031,0.8783886295631759,COMPLETE
122,122,2.9076526175897754,2024-09-29 01:54:05.900431,2024-09-29 01:54:08.300426,0 days 00:00:02.399995,0.8428749477112306,0.9098479035004035,COMPLETE
123,123,2.906511019341253,2024-09-29 01:54:08.301415,2024-09-29 01:54:10.763684,0 days 00:00:02.462269,0.8394732045780496,0.90778623723532,COMPLETE
124,124,2.89892376944969,2024-09-29 01:54:10.764616,2024-09-29 01:54:13.195690,0 days 00:00:02.431074,0.7494558399787519,0.8489231766134204,COMPLETE
125,125,2.448318463434707,2024-09-29 01:54:13.196631,2024-09-29 01:54:16.237407,0 days 00:00:03.040776,0.7101006904520185,0.24764527340976117,COMPLETE
126,126,2.894559547909943,2024-09-29 01:54:16.238395,2024-09-29 01:54:18.741564,0 days 00:00:02.503169,0.8688238241915704,0.940348095604054,COMPLETE
127,127,2.8938663009797123,2024-09-29 01:54:18.742546,2024-09-29 01:54:21.185572,0 days 00:00:02.443026,0.8019054829790848,0.8689260458020659,COMPLETE
128,128,2.907519078798759,2024-09-29 01:54:21.186640,2024-09-29 01:54:23.574939,0 days 00:00:02.388299,0.8858203460458675,0.9209273608445289,COMPLETE
129,129,2.8948328076613232,2024-09-29 01:54:23.575939,2024-09-29 01:54:26.006149,0 days 00:00:02.430210,0.8347537032723898,0.8263834320278695,COMPLETE
130,130,2.86096657704194,2024-09-29 01:54:26.007125,2024-09-29 01:54:28.850200,0 days 00:00:02.843075,0.9133316762265286,0.9710498713850333,COMPLETE
131,131,2.898392362449812,2024-09-29 01:54:28.851174,2024-09-29 01:54:31.410917,0 days 00:00:02.559743,0.9553969664150663,0.8868997694881487,COMPLETE
132,132,2.892670421423379,2024-09-29 01:54:31.411917,2024-09-29 01:54:34.429361,0 days 00:00:03.017444,0.9345313420250198,0.8860952800677288,COMPLETE
133,133,2.901155200231541,2024-09-29 01:54:34.430470,2024-09-29 01:54:37.107898,0 days 00:00:02.677428,0.9006476577469561,0.8548281147944397,COMPLETE
134,134,2.8999203781182885,2024-09-29 01:54:37.109022,2024-09-29 01:54:39.747877,0 days 00:00:02.638855,0.9529435123323092,0.9085101816709668,COMPLETE
135,135,2.895605978700843,2024-09-29 01:54:39.748943,2024-09-29 01:54:42.461678,0 days 00:00:02.712735,0.8614040779718224,0.9373810546765946,COMPLETE
136,136,2.863795998358053,2024-09-29 01:54:42.462917,2024-09-29 01:54:45.170321,0 days 00:00:02.707404,0.4792965375282152,0.8937406811711599,COMPLETE
137,137,2.9080134249259686,2024-09-29 01:54:45.171459,2024-09-29 01:54:47.744125,0 days 00:00:02.572666,0.9307193756277333,0.8680874629967659,COMPLETE
138,138,2.8112587703375653,2024-09-29 01:54:47.745785,2024-09-29 01:54:50.592968,0 days 00:00:02.847183,0.8905802584099127,0.5360880230415913,COMPLETE
139,139,2.9066148497211164,2024-09-29 01:54:50.594057,2024-09-29 01:54:53.522488,0 days 00:00:02.928431,0.9243414033519861,0.8466076837559113,COMPLETE
140,140,2.90048623652649,2024-09-29 01:54:53.523761,2024-09-29 01:54:56.096240,0 days 00:00:02.572479,0.8478921181595253,0.8089360863067366,COMPLETE
141,141,2.896711050509692,2024-09-29 01:54:56.097176,2024-09-29 01:54:58.529879,0 days 00:00:02.432703,0.9746873196823475,0.8721118835673443,COMPLETE
142,142,2.9054109354573594,2024-09-29 01:54:58.531349,2024-09-29 01:55:01.012837,0 days 00:00:02.481488,0.9356502049493386,0.9083630044655608,COMPLETE
143,143,2.89785595320224,2024-09-29 01:55:01.013815,2024-09-29 01:55:03.410830,0 days 00:00:02.397015,0.9969326829907039,0.8649247141290494,COMPLETE
144,144,2.8714032727187893,2024-09-29 01:55:03.411813,2024-09-29 01:55:06.086742,0 days 00:00:02.674929,0.9633800568191289,0.9507721482573085,COMPLETE
145,145,2.8944400108484776,2024-09-29 01:55:06.087730,2024-09-29 01:55:08.646695,0 days 00:00:02.558965,0.9154229054224804,0.9252308388304346,COMPLETE
146,146,2.914837292079967,2024-09-29 01:55:08.647638,2024-09-29 01:55:11.182921,0 days 00:00:02.535283,0.8909250729466955,0.8901671760564244,COMPLETE
147,147,2.903978370394181,2024-09-29 01:55:11.184011,2024-09-29 01:55:13.878597,0 days 00:00:02.694586,0.8863662406277518,0.8351266289523934,COMPLETE
148,148,2.9059590155276727,2024-09-29 01:55:13.879757,2024-09-29 01:55:16.858068,0 days 00:00:02.978311,0.8133673424253207,0.9023983308523682,COMPLETE
149,149,2.88968526376912,2024-09-29 01:55:16.859124,2024-09-29 01:55:19.442048,0 days 00:00:02.582924,0.8682999216639049,0.8775687157021101,COMPLETE
150,150,2.8729024468117106,2024-09-29 01:55:19.443211,2024-09-29 01:55:22.145268,0 days 00:00:02.702057,0.8998663234763148,0.9289471800481034,COMPLETE
151,151,2.9040831832374447,2024-09-29 01:55:22.146416,2024-09-29 01:55:24.635203,0 days 00:00:02.488787,0.9448564693594859,0.8880140236904858,COMPLETE
152,152,2.9067726228510344,2024-09-29 01:55:24.636588,2024-09-29 01:55:27.155561,0 days 00:00:02.518973,0.9790657221260806,0.8576157034813859,COMPLETE
153,153,2.8626137270706624,2024-09-29 01:55:27.156546,2024-09-29 01:55:29.578567,0 days 00:00:02.422021,0.9249278553976711,0.6683008039849355,COMPLETE
154,154,2.906703000176556,2024-09-29 01:55:29.579650,2024-09-29 01:55:31.989934,0 days 00:00:02.410284,0.9513733149262842,0.9009302522947015,COMPLETE
155,155,2.8933659184875475,2024-09-29 01:55:31.990941,2024-09-29 01:55:34.445028,0 days 00:00:02.454087,0.9091402888501035,0.8376394506909772,COMPLETE
156,156,2.887619648944288,2024-09-29 01:55:34.446042,2024-09-29 01:55:37.106965,0 days 00:00:02.660923,0.9678426573514578,0.9535944530034344,COMPLETE
157,157,2.894855070440002,2024-09-29 01:55:37.107935,2024-09-29 01:55:39.555821,0 days 00:00:02.447886,0.8514870691512724,0.8745520341245642,COMPLETE
158,158,2.8179967221925475,2024-09-29 01:55:39.556800,2024-09-29 01:55:42.622293,0 days 00:00:03.065493,0.28233752854034305,0.9225859130998769,COMPLETE
159,159,2.894896165454931,2024-09-29 01:55:42.623272,2024-09-29 01:55:45.056163,0 days 00:00:02.432891,0.9304622939619454,0.8170597909139188,COMPLETE
160,160,2.6133711346458486,2024-09-29 01:55:45.057220,2024-09-29 01:55:47.860939,0 days 00:00:02.803719,0.8804521181305344,0.3307015170914569,COMPLETE
161,161,2.9086450729132047,2024-09-29 01:55:47.862126,2024-09-29 01:55:50.457399,0 days 00:00:02.595273,0.8892344015877905,0.9155438083286939,COMPLETE
162,162,2.9006122895037953,2024-09-29 01:55:50.458312,2024-09-29 01:55:52.986432,0 days 00:00:02.528120,0.9063367246413051,0.8934591351169002,COMPLETE
163,163,2.888764013671098,2024-09-29 01:55:52.987467,2024-09-29 01:55:55.437433,0 days 00:00:02.449966,0.8277014479846642,0.9160222716329198,COMPLETE
164,164,2.9045891426466115,2024-09-29 01:55:55.438419,2024-09-29 01:55:57.895571,0 days 00:00:02.457152,0.9982769766579103,0.8535774250624126,COMPLETE
165,165,2.8952336869557413,2024-09-29 01:55:57.896651,2024-09-29 01:56:00.280520,0 days 00:00:02.383869,0.9438127727169707,0.8811224686665285,COMPLETE
166,166,2.904897731629291,2024-09-29 01:56:00.281724,2024-09-29 01:56:02.877516,0 days 00:00:02.595792,0.7909072956431813,0.9318746813860102,COMPLETE
