,number,value,datetime_start,datetime_complete,duration,params_alpha_actor,params_alpha_critic,state
119,119,-7.8644706965678495,2024-09-28 19:17:57.096804,2024-09-28 19:17:59.377320,0 days 00:00:02.280516,0.9546373136335167,0.715109895212279,COMPLETE
120,120,-8.028269294028622,2024-09-28 19:17:59.378218,2024-09-28 19:18:01.688726,0 days 00:00:02.310508,0.9601721346274851,0.8337713583634838,COMPLETE
121,121,-7.781167493214228,2024-09-28 19:18:01.689699,2024-09-28 19:18:03.892047,0 days 00:00:02.202348,0.9843393951381104,0.722772412502943,COMPLETE
122,122,-18.628149222888144,2024-09-28 19:18:03.892999,2024-09-28 19:18:09.928248,0 days 00:00:06.035249,0.013983462581864836,0.6973282615717811,COMPLETE
123,123,-7.916211463848644,2024-09-28 19:18:09.929266,2024-09-28 19:18:12.192870,0 days 00:00:02.263604,0.9487124585105985,0.6789083570765212,COMPLETE
124,124,-7.9120411323896525,2024-09-28 19:18:12.193797,2024-09-28 19:18:14.467590,0 days 00:00:02.273793,0.9765428760644439,0.7819879001054347,COMPLETE
125,125,-8.016610646929527,2024-09-28 19:18:14.468511,2024-09-28 19:18:16.740378,0 days 00:00:02.271867,0.9020441285834409,0.7512555420315488,COMPLETE
126,126,-7.858070954109705,2024-09-28 19:18:16.741430,2024-09-28 19:18:19.006951,0 days 00:00:02.265521,0.953775163108926,0.7175784484820622,COMPLETE
127,127,-7.86704976978149,2024-09-28 19:18:19.007917,2024-09-28 19:18:21.290524,0 days 00:00:02.282607,0.917705869334398,0.7180873443991738,COMPLETE
128,128,-8.029281416571832,2024-09-28 19:18:21.291471,2024-09-28 19:18:23.563675,0 days 00:00:02.272204,0.918206277403847,0.665540720186546,COMPLETE
129,129,-8.041827372638128,2024-09-28 19:18:23.564738,2024-09-28 19:18:25.747728,0 days 00:00:02.182990,0.8887477552741301,0.7117721803099568,COMPLETE
130,130,-8.031530199232813,2024-09-28 19:18:25.748781,2024-09-28 19:18:28.081124,0 days 00:00:02.332343,0.8594000369556976,0.7289798149184956,COMPLETE
131,131,-7.878463494238388,2024-09-28 19:18:28.082082,2024-09-28 19:18:30.327808,0 days 00:00:02.245726,0.9549215045214291,0.7963783594707871,COMPLETE
132,132,-7.948885983096014,2024-09-28 19:18:30.328797,2024-09-28 19:18:32.710359,0 days 00:00:02.381562,0.9533842214355405,0.7475421905364317,COMPLETE
133,133,-7.914152939456778,2024-09-28 19:18:32.711383,2024-09-28 19:18:34.975901,0 days 00:00:02.264518,0.9398157294442564,0.7089454155369357,COMPLETE
134,134,-7.822336627399081,2024-09-28 19:18:34.977034,2024-09-28 19:18:37.218414,0 days 00:00:02.241380,0.9170238831788146,0.8129443990434753,COMPLETE
135,135,-8.060581628154987,2024-09-28 19:18:37.219352,2024-09-28 19:18:39.510748,0 days 00:00:02.291396,0.8310625065069207,0.6775527045184525,COMPLETE
136,136,-7.914233670159693,2024-09-28 19:18:39.511686,2024-09-28 19:18:41.732110,0 days 00:00:02.220424,0.9133089192175021,0.8186509030957907,COMPLETE
137,137,-7.925225464399607,2024-09-28 19:18:41.733029,2024-09-28 19:18:43.956410,0 days 00:00:02.223381,0.9289997073917337,0.7662902559183463,COMPLETE
138,138,-7.7993175436223385,2024-09-28 19:18:43.957398,2024-09-28 19:18:46.208547,0 days 00:00:02.251149,0.9700199522202164,0.7255912103251837,COMPLETE
139,139,-7.967801259407762,2024-09-28 19:18:46.209470,2024-09-28 19:18:48.491689,0 days 00:00:02.282219,0.9696924443797968,0.8424547775730264,COMPLETE
140,140,-8.116133304607319,2024-09-28 19:18:48.492714,2024-09-28 19:18:50.786029,0 days 00:00:02.293315,0.96702841484507,0.8964510790214889,COMPLETE
141,141,-8.94273542031663,2024-09-28 19:18:50.786971,2024-09-28 19:18:53.270014,0 days 00:00:02.483043,0.4248031670686496,0.7222810404498481,COMPLETE
142,142,-7.984811142815847,2024-09-28 19:18:53.270946,2024-09-28 19:18:55.522957,0 days 00:00:02.252011,0.9798149097486285,0.6209538856200102,COMPLETE
143,143,-7.982949529590811,2024-09-28 19:18:55.523844,2024-09-28 19:18:57.862755,0 days 00:00:02.338911,0.9356254756352443,0.7479736468291209,COMPLETE
144,144,-7.9871480806118935,2024-09-28 19:18:57.863673,2024-09-28 19:19:00.100723,0 days 00:00:02.237050,0.894378676821989,0.8037780338727432,COMPLETE
145,145,-7.984376643565373,2024-09-28 19:19:00.101833,2024-09-28 19:19:02.484060,0 days 00:00:02.382227,0.9552318460374725,0.6951685742947187,COMPLETE
146,146,-8.10475942165934,2024-09-28 19:19:02.485026,2024-09-28 19:19:04.820070,0 days 00:00:02.335044,0.9147483146558385,0.6519348450787101,COMPLETE
147,147,-7.915906579075216,2024-09-28 19:19:04.821048,2024-09-28 19:19:06.992255,0 days 00:00:02.171207,0.9873980005910518,0.7741579607613568,COMPLETE
